Solid waste,Province,Unit Measure,TIME_PERIOD,OBS_VALUE
Recycled solid waste,Ang Thong,Tons per day,2557,50.0
Recycled solid waste,Ang Thong,Tons per day,2558,50.0
Recycled solid waste,Ang Thong,Tons per day,2559,118.57
Recycled solid waste,Ang Thong,Tons per day,2560,145.0
Recycled solid waste,Ang Thong,Tons per day,2561,159.1
Recycled solid waste,Ang Thong,Tons per day,2562,136.36
Recycled solid waste,Ang Thong,Tons per day,2563,245.0
Recycled solid waste,Ang Thong,Tons per day,2564,50.0
Recycled solid waste,Ang Thong,Tons per day,2565,50.0
Recycled solid waste,Maha Sarakham,Tons per day,2556,179.58
Recycled solid waste,Maha Sarakham,Tons per day,2557,216.0
Recycled solid waste,Maha Sarakham,Tons per day,2558,250.0
Recycled solid waste,Maha Sarakham,Tons per day,2559,287.37
Recycled solid waste,Maha Sarakham,Tons per day,2560,509.0
Recycled solid waste,Maha Sarakham,Tons per day,2561,515.42
Recycled solid waste,Maha Sarakham,Tons per day,2562,611.22
Recycled solid waste,Maha Sarakham,Tons per day,2563,363.0
Recycled solid waste,Maha Sarakham,Tons per day,2564,310.0
Recycled solid waste,Maha Sarakham,Tons per day,2565,330.0
Recycled solid waste,Pattani,Tons per day,2556,212.72
Recycled solid waste,Pattani,Tons per day,2557,233.0
Recycled solid waste,Pattani,Tons per day,2558,208.0
Recycled solid waste,Pattani,Tons per day,2559,247.12
Recycled solid waste,Pattani,Tons per day,2560,286.0
Recycled solid waste,Pattani,Tons per day,2561,315.6
Recycled solid waste,Pattani,Tons per day,2562,312.16
Recycled solid waste,Pattani,Tons per day,2563,144.6
Recycled solid waste,Pattani,Tons per day,2564,123.0
Recycled solid waste,Pattani,Tons per day,2565,130.0
Improperly disposed solid waste,Amnat Charoen,Tons per day,2556,203.57
Improperly disposed solid waste,Amnat Charoen,Tons per day,2557,160.0
Improperly disposed solid waste,Amnat Charoen,Tons per day,2558,179.0
Improperly disposed solid waste,Amnat Charoen,Tons per day,2559,49.99
Improperly disposed solid waste,Amnat Charoen,Tons per day,2560,122.0
Improperly disposed solid waste,Amnat Charoen,Tons per day,2561,106.98
Improperly disposed solid waste,Amnat Charoen,Tons per day,2562,47.54
Improperly disposed solid waste,Amnat Charoen,Tons per day,2563,64.9
Improperly disposed solid waste,Amnat Charoen,Tons per day,2564,120.0
Improperly disposed solid waste,Amnat Charoen,Tons per day,2565,251.0
Improperly disposed solid waste,Mukdahan,Tons per day,2556,182.45
Improperly disposed solid waste,Mukdahan,Tons per day,2557,100.0
Improperly disposed solid waste,Mukdahan,Tons per day,2558,101.0
Improperly disposed solid waste,Mukdahan,Tons per day,2559,48.19
Improperly disposed solid waste,Mukdahan,Tons per day,2560,16.0
Improperly disposed solid waste,Mukdahan,Tons per day,2561,111.56
Improperly disposed solid waste,Mukdahan,Tons per day,2562,57.8
Improperly disposed solid waste,Mukdahan,Tons per day,2563,87.5
Improperly disposed solid waste,Mukdahan,Tons per day,2564,84.0
Improperly disposed solid waste,Mukdahan,Tons per day,2565,118.0
Improperly disposed solid waste,Krabi,Tons per day,2556,406.78
Improperly disposed solid waste,Krabi,Tons per day,2557,266.0
Improperly disposed solid waste,Krabi,Tons per day,2558,284.0
Improperly disposed solid waste,Krabi,Tons per day,2559,246.31
Improperly disposed solid waste,Krabi,Tons per day,2560,249.0
Improperly disposed solid waste,Krabi,Tons per day,2561,216.5
Improperly disposed solid waste,Krabi,Tons per day,2562,378.61
Improperly disposed solid waste,Krabi,Tons per day,2563,190.3
Improperly disposed solid waste,Krabi,Tons per day,2564,174.0
Improperly disposed solid waste,Krabi,Tons per day,2565,184.0
Generated solid waste,Ubon Ratchathani,Tons per day,2556,1716.43
Generated solid waste,Ubon Ratchathani,Tons per day,2557,1180.0
Generated solid waste,Ubon Ratchathani,Tons per day,2558,1172.0
Generated solid waste,Ubon Ratchathani,Tons per day,2559,1481.72
Generated solid waste,Ubon Ratchathani,Tons per day,2560,1465.0
Generated solid waste,Ubon Ratchathani,Tons per day,2561,1800.67
Generated solid waste,Ubon Ratchathani,Tons per day,2562,1800.67
Generated solid waste,Ubon Ratchathani,Tons per day,2563,1611.2
Generated solid waste,Ubon Ratchathani,Tons per day,2564,1580.0
Generated solid waste,Ubon Ratchathani,Tons per day,2565,1654.0
Generated solid waste,Loei,Tons per day,2556,651.89
Generated solid waste,Loei,Tons per day,2557,577.0
Generated solid waste,Loei,Tons per day,2558,631.0
Generated solid waste,Loei,Tons per day,2559,630.25
Generated solid waste,Loei,Tons per day,2560,603.0
Generated solid waste,Loei,Tons per day,2561,649.91
Generated solid waste,Loei,Tons per day,2562,662.77
Generated solid waste,Loei,Tons per day,2563,541.8
Generated solid waste,Loei,Tons per day,2564,595.0
Generated solid waste,Loei,Tons per day,2565,630.0
Generated solid waste,Suphan Buri,Tons per day,2556,848.24
Generated solid waste,Suphan Buri,Tons per day,2557,865.0
Generated solid waste,Suphan Buri,Tons per day,2558,880.0
Generated solid waste,Suphan Buri,Tons per day,2559,784.32
Generated solid waste,Suphan Buri,Tons per day,2560,791.0
Generated solid waste,Suphan Buri,Tons per day,2561,636.14
Generated solid waste,Suphan Buri,Tons per day,2562,806.83
Generated solid waste,Suphan Buri,Tons per day,2563,691.0
Generated solid waste,Suphan Buri,Tons per day,2564,755.0
Generated solid waste,Suphan Buri,Tons per day,2565,786.0
Generated solid waste,Krabi,Tons per day,2556,518.22
Generated solid waste,Krabi,Tons per day,2557,551.0
Generated solid waste,Krabi,Tons per day,2558,557.0
Generated solid waste,Krabi,Tons per day,2559,541.08
Generated solid waste,Krabi,Tons per day,2560,564.0
Generated solid waste,Krabi,Tons per day,2561,543.12
Generated solid waste,Krabi,Tons per day,2562,545.5
Generated solid waste,Krabi,Tons per day,2563,491.0
Generated solid waste,Krabi,Tons per day,2564,435.0
Generated solid waste,Krabi,Tons per day,2565,495.0
Generated solid waste,Chumphon,Tons per day,2556,368.94
Generated solid waste,Chumphon,Tons per day,2557,370.0
Generated solid waste,Chumphon,Tons per day,2558,365.0
Generated solid waste,Chumphon,Tons per day,2559,368.87
Generated solid waste,Chumphon,Tons per day,2560,369.0
Generated solid waste,Chumphon,Tons per day,2561,366.92
Generated solid waste,Chumphon,Tons per day,2562,532.52
Generated solid waste,Chumphon,Tons per day,2563,414.9
Generated solid waste,Chumphon,Tons per day,2564,416.0
Generated solid waste,Chumphon,Tons per day,2565,446.0
Properly disposed solid waste,Surin,Tons per day,2556,84.64
Properly disposed solid waste,Surin,Tons per day,2557,70.0
Properly disposed solid waste,Surin,Tons per day,2558,65.0
Properly disposed solid waste,Surin,Tons per day,2559,85.93
Properly disposed solid waste,Surin,Tons per day,2560,110.0
Properly disposed solid waste,Surin,Tons per day,2561,82.4
Properly disposed solid waste,Surin,Tons per day,2562,91.22
Properly disposed solid waste,Surin,Tons per day,2563,54.0
Properly disposed solid waste,Surin,Tons per day,2564,55.0
Properly disposed solid waste,Surin,Tons per day,2565,60.0
Properly disposed solid waste,Khon Kaen,Tons per day,2556,199.28
Properly disposed solid waste,Khon Kaen,Tons per day,2557,180.0
Properly disposed solid waste,Khon Kaen,Tons per day,2558,136.0
Properly disposed solid waste,Khon Kaen,Tons per day,2559,187.92
Properly disposed solid waste,Khon Kaen,Tons per day,2560,606.0
Properly disposed solid waste,Khon Kaen,Tons per day,2561,533.18
Properly disposed solid waste,Khon Kaen,Tons per day,2562,489.2
Properly disposed solid waste,Khon Kaen,Tons per day,2563,549.0
Properly disposed solid waste,Khon Kaen,Tons per day,2564,530.0
Properly disposed solid waste,Khon Kaen,Tons per day,2565,594.0
Properly disposed solid waste,Ratchaburi,Tons per day,2556,4.44
Properly disposed solid waste,Ratchaburi,Tons per day,2557,31.0
Properly disposed solid waste,Ratchaburi,Tons per day,2558,30.0
Properly disposed solid waste,Ratchaburi,Tons per day,2559,296.55
Properly disposed solid waste,Ratchaburi,Tons per day,2560,303.0
Properly disposed solid waste,Ratchaburi,Tons per day,2561,328.96
Properly disposed solid waste,Ratchaburi,Tons per day,2562,367.75
Properly disposed solid waste,Ratchaburi,Tons per day,2563,428.0
Properly disposed solid waste,Ratchaburi,Tons per day,2564,340.0
Properly disposed solid waste,Ratchaburi,Tons per day,2565,410.0
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2556,121.36
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2557,117.0
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2558,126.0
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2559,279.94
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2560,278.0
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2561,228.35
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2562,2.96
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2563,283.0
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2564,155.0
Properly disposed solid waste,Prachuap Khiri Khan,Tons per day,2565,209.0
Properly disposed solid waste,Surat Thani,Tons per day,2556,0.0
Properly disposed solid waste,Surat Thani,Tons per day,2557,0.0
Properly disposed solid waste,Surat Thani,Tons per day,2558,17.0
Properly disposed solid waste,Surat Thani,Tons per day,2559,261.65
Properly disposed solid waste,Surat Thani,Tons per day,2560,399.0
Properly disposed solid waste,Surat Thani,Tons per day,2561,478.0
Properly disposed solid waste,Surat Thani,Tons per day,2562,257.65
Properly disposed solid waste,Surat Thani,Tons per day,2563,16.0
Properly disposed solid waste,Surat Thani,Tons per day,2564,0.0
Properly disposed solid waste,Surat Thani,Tons per day,2565,0.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2556,120520.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2557,134833.62
Accumulated solid waste,Nakhon Nayok,Tonnes,2558,35522.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2559,75000.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2560,80146.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2561,16200.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2562,37470.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2563,15939.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2564,24675.0
Accumulated solid waste,Nakhon Nayok,Tonnes,2565,19440.0
Accumulated solid waste,Si Sa Ket,Tonnes,2556,111469.2
Accumulated solid waste,Si Sa Ket,Tonnes,2557,117784.2
Accumulated solid waste,Si Sa Ket,Tonnes,2558,67144.2
Accumulated solid waste,Si Sa Ket,Tonnes,2559,33399.0
Accumulated solid waste,Si Sa Ket,Tonnes,2560,5414.0
Accumulated solid waste,Si Sa Ket,Tonnes,2561,72.37
Accumulated solid waste,Si Sa Ket,Tonnes,2562,487.0
Accumulated solid waste,Si Sa Ket,Tonnes,2563,0.0
Accumulated solid waste,Si Sa Ket,Tonnes,2564,4525.0
Accumulated solid waste,Si Sa Ket,Tonnes,2565,1000.0
Accumulated solid waste,Ubon Ratchathani,Tonnes,2556,314.49
Accumulated solid waste,Ubon Ratchathani,Tonnes,2557,106065.6
Accumulated solid waste,Ubon Ratchathani,Tonnes,2558,81745.0
Accumulated solid waste,Ubon Ratchathani,Tonnes,2559,18634.0
Accumulated solid waste,Ubon Ratchathani,Tonnes,2560,3988.0
Accumulated solid waste,Ubon Ratchathani,Tonnes,2561,158.28
Accumulated solid waste,Ubon Ratchathani,Tonnes,2562,1697.0
Accumulated solid waste,Ubon Ratchathani,Tonnes,2563,60.0
Accumulated solid waste,Ubon Ratchathani,Tonnes,2564,9400.0
Accumulated solid waste,Ubon Ratchathani,Tonnes,2565,8000.0
Accumulated solid waste,Phetchabun,Tonnes,2556,297240.0
Accumulated solid waste,Phetchabun,Tonnes,2557,206863.0
Accumulated solid waste,Phetchabun,Tonnes,2558,118232.0
Accumulated solid waste,Phetchabun,Tonnes,2559,134693.0
Accumulated solid waste,Phetchabun,Tonnes,2560,102018.0
Accumulated solid waste,Phetchabun,Tonnes,2561,71930.0
Accumulated solid waste,Phetchabun,Tonnes,2562,71930.0
Accumulated solid waste,Phetchabun,Tonnes,2563,71930.0
Accumulated solid waste,Phetchabun,Tonnes,2564,32000.0
Accumulated solid waste,Phetchabun,Tonnes,2565,31000.0
Accumulated solid waste,Ratchaburi,Tonnes,2556,1000122.79
Accumulated solid waste,Ratchaburi,Tonnes,2557,464064.0
Accumulated solid waste,Ratchaburi,Tonnes,2558,375099.16
Accumulated solid waste,Ratchaburi,Tonnes,2559,143660.0
Accumulated solid waste,Ratchaburi,Tonnes,2560,22860.0
Accumulated solid waste,Ratchaburi,Tonnes,2561,27380.0
Accumulated solid waste,Ratchaburi,Tonnes,2562,21940.0
Accumulated solid waste,Ratchaburi,Tonnes,2563,9559.0
Accumulated solid waste,Ratchaburi,Tonnes,2564,20086.0
Accumulated solid waste,Ratchaburi,Tonnes,2565,28660.0
Accumulated solid waste,Kanchanaburi,Tonnes,2556,1658387.35
Accumulated solid waste,Kanchanaburi,Tonnes,2557,934598.0
Accumulated solid waste,Kanchanaburi,Tonnes,2558,463475.72
Accumulated solid waste,Kanchanaburi,Tonnes,2559,223948.0
Accumulated solid waste,Kanchanaburi,Tonnes,2560,238715.0
Accumulated solid waste,Kanchanaburi,Tonnes,2561,63067.0
Accumulated solid waste,Kanchanaburi,Tonnes,2562,35255.0
Accumulated solid waste,Kanchanaburi,Tonnes,2563,34568.0
Accumulated solid waste,Kanchanaburi,Tonnes,2564,49374.0
Accumulated solid waste,Kanchanaburi,Tonnes,2565,109475.0
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2556,1410.0
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2557,1600.0
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2558,1310.0
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2559,1320.0
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2560,2738.0
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2561,2521.87
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2562,3029.98
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2563,3672.5
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2564,3564.0
Recycled solid waste,Krung Thep Maha Nakhon (Bangkok),Tons per day,2565,3840.0
Recycled solid waste,Kalasin,Tons per day,2556,270.16
Recycled solid waste,Kalasin,Tons per day,2557,296.0
Recycled solid waste,Kalasin,Tons per day,2558,350.0
Recycled solid waste,Kalasin,Tons per day,2559,379.15
Recycled solid waste,Kalasin,Tons per day,2560,591.0
Recycled solid waste,Kalasin,Tons per day,2561,599.14
Recycled solid waste,Kalasin,Tons per day,2562,605.17
Recycled solid waste,Kalasin,Tons per day,2563,211.1
Recycled solid waste,Kalasin,Tons per day,2564,243.0
Recycled solid waste,Kalasin,Tons per day,2565,280.0
Recycled solid waste,Chiang Mai,Tons per day,2556,627.25
Recycled solid waste,Chiang Mai,Tons per day,2557,650.0
Recycled solid waste,Chiang Mai,Tons per day,2558,550.0
Recycled solid waste,Chiang Mai,Tons per day,2559,525.78
Recycled solid waste,Chiang Mai,Tons per day,2560,108.0
Recycled solid waste,Chiang Mai,Tons per day,2561,399.12
Recycled solid waste,Chiang Mai,Tons per day,2562,345.07
Recycled solid waste,Chiang Mai,Tons per day,2563,309.1
Recycled solid waste,Chiang Mai,Tons per day,2564,290.0
Recycled solid waste,Chiang Mai,Tons per day,2565,359.0
Recycled solid waste,Lamphun,Tons per day,2556,90.11
Recycled solid waste,Lamphun,Tons per day,2557,96.0
Recycled solid waste,Lamphun,Tons per day,2558,85.0
Recycled solid waste,Lamphun,Tons per day,2559,85.65
Recycled solid waste,Lamphun,Tons per day,2560,95.0
Recycled solid waste,Lamphun,Tons per day,2561,101.69
Recycled solid waste,Lamphun,Tons per day,2562,92.18
Recycled solid waste,Lamphun,Tons per day,2563,113.5
Recycled solid waste,Lamphun,Tons per day,2564,118.0
Recycled solid waste,Lamphun,Tons per day,2565,140.0
Recycled solid waste,Lampang,Tons per day,2556,156.77
Recycled solid waste,Lampang,Tons per day,2557,160.0
Recycled solid waste,Lampang,Tons per day,2558,190.0
Recycled solid waste,Lampang,Tons per day,2559,91.45
Recycled solid waste,Lampang,Tons per day,2560,101.0
Recycled solid waste,Lampang,Tons per day,2561,116.19
Recycled solid waste,Lampang,Tons per day,2562,424.26
Recycled solid waste,Lampang,Tons per day,2563,120.2
Recycled solid waste,Lampang,Tons per day,2564,136.0
Recycled solid waste,Lampang,Tons per day,2565,145.0
Recycled solid waste,Trang,Tons per day,2556,223.59
Recycled solid waste,Trang,Tons per day,2557,286.0
Recycled solid waste,Trang,Tons per day,2558,250.0
Recycled solid waste,Trang,Tons per day,2559,257.89
Recycled solid waste,Trang,Tons per day,2560,299.0
Recycled solid waste,Trang,Tons per day,2561,355.5
Recycled solid waste,Trang,Tons per day,2562,400.17
Recycled solid waste,Trang,Tons per day,2563,158.7
Recycled solid waste,Trang,Tons per day,2564,154.0
Recycled solid waste,Trang,Tons per day,2565,167.0
Recycled solid waste,Phatthalung,Tons per day,2556,145.27
Recycled solid waste,Phatthalung,Tons per day,2557,181.0
Recycled solid waste,Phatthalung,Tons per day,2558,185.0
Recycled solid waste,Phatthalung,Tons per day,2559,192.64
Recycled solid waste,Phatthalung,Tons per day,2560,192.0
Recycled solid waste,Phatthalung,Tons per day,2561,197.05
Recycled solid waste,Phatthalung,Tons per day,2562,381.99
Recycled solid waste,Phatthalung,Tons per day,2563,155.5
Recycled solid waste,Phatthalung,Tons per day,2564,192.0
Recycled solid waste,Phatthalung,Tons per day,2565,220.0
Improperly disposed solid waste,Loei,Tons per day,2556,423.98
Improperly disposed solid waste,Loei,Tons per day,2557,282.0
Improperly disposed solid waste,Loei,Tons per day,2558,278.0
